               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 124,             0.02456,            0.014989,            0.011443,             0.73397,             0.63915,             0.72657,             0.48486,            0.024799,           0.0076353,            0.029092,           0.0051292,           0.0051292,           0.0051292
                 125,            0.024947,            0.015057,            0.010763,             0.69642,              0.6728,             0.71823,             0.48253,            0.024217,            0.007628,            0.029408,           0.0050896,           0.0050896,           0.0050896
                 126,            0.024586,            0.015195,            0.010418,             0.71519,             0.66488,             0.71942,             0.48269,            0.024134,            0.007628,            0.030044,             0.00505,             0.00505,             0.00505
                 127,             0.02438,            0.015139,            0.010779,             0.70581,             0.68637,             0.72949,             0.48855,            0.024454,           0.0076606,            0.030687,           0.0050104,           0.0050104,           0.0050104
                 128,            0.024293,            0.014916,            0.010544,             0.72818,             0.69856,             0.73876,             0.49753,            0.024428,            0.007685,            0.030395,           0.0049708,           0.0049708,           0.0049708
                 129,            0.024586,            0.014831,            0.010607,             0.73201,              0.6789,             0.73628,             0.49727,             0.02481,            0.007771,            0.029976,           0.0049312,           0.0049312,           0.0049312
                 130,            0.024316,            0.014811,            0.010584,             0.73082,             0.68129,             0.73843,             0.50053,            0.024736,           0.0077959,            0.029046,           0.0048916,           0.0048916,           0.0048916
                 131,            0.024214,            0.014698,            0.010374,             0.70774,              0.7086,             0.74069,             0.49712,            0.024297,            0.007826,            0.028606,            0.004852,            0.004852,            0.004852
                 132,            0.024192,            0.014794,            0.010479,             0.71859,             0.69934,             0.73985,             0.49328,            0.024065,           0.0078598,            0.029559,           0.0048124,           0.0048124,           0.0048124
                 133,            0.024182,            0.014725,            0.010492,             0.71202,             0.69222,             0.73951,              0.4954,            0.023845,           0.0079136,            0.030174,           0.0047728,           0.0047728,           0.0047728
                 134,            0.024348,            0.014742,           0.0098035,             0.75326,             0.66771,             0.74248,             0.49284,            0.023842,           0.0079475,            0.029216,           0.0047332,           0.0047332,           0.0047332
                 135,            0.024038,            0.014979,            0.010388,             0.76607,             0.66713,             0.74356,             0.49399,            0.023948,           0.0078947,            0.028899,           0.0046936,           0.0046936,           0.0046936
                 136,            0.023982,            0.014704,           0.0097471,             0.75399,             0.67377,             0.73894,             0.49408,             0.02389,           0.0078707,            0.029121,            0.004654,            0.004654,            0.004654
                 137,            0.023506,            0.014725,            0.009392,              0.7571,             0.66953,             0.74355,             0.49614,            0.023912,           0.0078747,            0.028526,           0.0046144,           0.0046144,           0.0046144
                 138,            0.023977,            0.014757,           0.0099996,             0.72486,             0.69286,             0.73681,             0.49112,            0.023861,           0.0078487,             0.02911,           0.0045748,           0.0045748,           0.0045748
                 139,            0.023797,            0.014786,            0.010042,             0.71263,              0.7003,             0.73488,             0.49374,            0.023968,           0.0078503,             0.02982,           0.0045352,           0.0045352,           0.0045352
                 140,            0.023895,            0.014531,           0.0098692,             0.70843,             0.69791,             0.73496,             0.49505,            0.023731,           0.0078785,            0.030302,           0.0044956,           0.0044956,           0.0044956
                 141,            0.023878,            0.014539,           0.0097603,             0.72821,             0.67648,              0.7311,             0.49159,            0.023633,           0.0078837,            0.030711,            0.004456,            0.004456,            0.004456
                 142,            0.023586,            0.014526,            0.010114,             0.73695,             0.67827,             0.72917,             0.48903,            0.023595,           0.0078731,             0.03011,           0.0044164,           0.0044164,           0.0044164
                 143,            0.023302,            0.014351,           0.0093709,              0.6824,             0.72361,             0.73445,              0.4924,            0.023658,           0.0079267,              0.0294,           0.0043768,           0.0043768,           0.0043768
                 144,            0.023392,            0.014407,           0.0091025,             0.69776,             0.71143,             0.73577,             0.49132,            0.023589,           0.0079519,            0.029013,           0.0043372,           0.0043372,           0.0043372
                 145,            0.023759,            0.014462,           0.0092752,             0.69781,             0.70634,             0.73437,             0.48906,              0.0236,           0.0079424,            0.028413,           0.0042976,           0.0042976,           0.0042976
                 146,             0.02327,            0.014651,           0.0096066,             0.72146,             0.67535,             0.73726,             0.49291,             0.02372,           0.0078942,            0.028684,            0.004258,            0.004258,            0.004258
                 147,            0.023421,            0.014259,           0.0092613,              0.7283,             0.69154,             0.73535,             0.49208,            0.023787,           0.0078704,            0.029292,           0.0042184,           0.0042184,           0.0042184
                 148,            0.023253,            0.014287,           0.0094878,             0.73618,             0.66723,             0.73724,             0.49101,            0.024064,           0.0078871,            0.029611,           0.0041788,           0.0041788,           0.0041788
                 149,             0.02319,            0.014385,           0.0093183,             0.73652,             0.66221,             0.73205,              0.4903,            0.024156,           0.0078924,            0.029821,           0.0041392,           0.0041392,           0.0041392
                 150,            0.023222,            0.014336,            0.009248,             0.71325,             0.66975,             0.73305,             0.48823,            0.023914,           0.0079241,            0.029901,           0.0040996,           0.0040996,           0.0040996
                 151,            0.023129,            0.014206,           0.0090871,             0.71033,             0.67155,             0.73178,             0.48629,            0.023728,           0.0079458,            0.029724,             0.00406,             0.00406,             0.00406
                 152,            0.022968,            0.014036,           0.0086441,              0.7082,             0.66359,             0.73558,             0.48778,            0.023689,           0.0079839,            0.029344,           0.0040204,           0.0040204,           0.0040204
                 153,            0.022884,            0.014054,           0.0093546,             0.71722,             0.65948,             0.73583,             0.48882,            0.023534,           0.0079777,             0.02905,           0.0039808,           0.0039808,           0.0039808
                 154,            0.023205,            0.014059,           0.0088419,             0.66485,             0.71015,             0.74006,             0.49153,            0.023508,           0.0079656,             0.02886,           0.0039412,           0.0039412,           0.0039412
                 155,            0.022945,            0.014115,           0.0085492,             0.65546,              0.7141,             0.74346,             0.49452,            0.023584,           0.0079811,            0.028822,           0.0039016,           0.0039016,           0.0039016
                 156,            0.022667,            0.014145,           0.0092969,             0.69428,             0.69662,             0.74175,             0.49541,            0.023552,           0.0079767,            0.028833,            0.003862,            0.003862,            0.003862
                 157,            0.022697,            0.013989,           0.0086237,             0.72662,             0.68101,             0.74178,             0.49422,            0.023464,           0.0080098,            0.029083,           0.0038224,           0.0038224,           0.0038224
                 158,            0.022474,            0.013963,           0.0083059,             0.73418,             0.67858,             0.74218,             0.49503,            0.023322,           0.0080179,            0.029437,           0.0037828,           0.0037828,           0.0037828
                 159,            0.022759,            0.014243,           0.0085436,              0.7342,             0.67244,             0.74454,             0.49955,            0.023248,           0.0080268,            0.029736,           0.0037432,           0.0037432,           0.0037432
                 160,            0.022677,            0.014048,           0.0089288,             0.73162,             0.67507,             0.74512,             0.50176,            0.023307,           0.0080259,            0.029874,           0.0037036,           0.0037036,           0.0037036
                 161,            0.022334,            0.013848,            0.007927,             0.69685,             0.69818,             0.74453,             0.50278,             0.02325,            0.008036,            0.029903,            0.003664,            0.003664,            0.003664
                 162,             0.02241,            0.014018,           0.0081634,             0.71545,              0.6808,             0.74262,             0.50314,            0.023208,           0.0080463,            0.030098,           0.0036244,           0.0036244,           0.0036244
                 163,            0.022439,            0.013987,           0.0077638,             0.71177,               0.674,             0.73784,             0.50304,            0.023238,           0.0080392,            0.030488,           0.0035848,           0.0035848,           0.0035848
                 164,            0.022446,            0.014104,            0.008285,             0.71226,              0.6757,              0.7364,             0.50126,            0.023164,           0.0080121,            0.030727,           0.0035452,           0.0035452,           0.0035452
                 165,            0.022175,            0.014154,           0.0080687,             0.68314,             0.70224,             0.73756,             0.50108,            0.023131,           0.0080261,             0.03109,           0.0035056,           0.0035056,           0.0035056
                 166,            0.021986,            0.013725,           0.0079342,             0.67231,             0.71048,             0.73375,             0.49929,            0.023182,           0.0080093,            0.031471,            0.003466,            0.003466,            0.003466
                 167,            0.022289,            0.013848,           0.0081178,             0.67664,             0.70241,              0.7322,              0.4958,            0.023239,            0.008011,              0.0318,           0.0034264,           0.0034264,           0.0034264
                 168,            0.021992,            0.013863,           0.0078699,             0.67246,             0.70458,             0.72947,             0.49471,             0.02329,            0.008017,            0.032031,           0.0033868,           0.0033868,           0.0033868
                 169,            0.021819,            0.013584,           0.0072428,             0.71327,             0.67699,             0.73036,             0.49307,            0.023333,           0.0080229,             0.03216,           0.0033472,           0.0033472,           0.0033472
                 170,            0.021985,            0.013877,           0.0074736,              0.7155,             0.67113,             0.72966,             0.49001,            0.023413,           0.0080412,            0.032199,           0.0033076,           0.0033076,           0.0033076
                 171,            0.021694,             0.01365,           0.0071619,             0.70958,              0.6756,             0.72908,             0.48995,            0.023451,           0.0080415,            0.032271,            0.003268,            0.003268,            0.003268
                 172,            0.021888,            0.013615,           0.0076079,              0.7036,             0.68252,             0.72855,             0.49062,              0.0235,           0.0080533,            0.032258,           0.0032284,           0.0032284,           0.0032284
                 173,            0.021778,            0.013603,           0.0076414,             0.70333,             0.68613,             0.72946,             0.49048,             0.02351,           0.0080629,            0.032311,           0.0031888,           0.0031888,           0.0031888
                 174,            0.021827,            0.013416,             0.00756,             0.68926,             0.70486,             0.73088,             0.49192,            0.023444,           0.0080762,            0.032353,           0.0031492,           0.0031492,           0.0031492
                 175,            0.021707,            0.013619,           0.0074328,             0.70343,             0.69138,             0.73134,             0.49124,            0.023438,           0.0080657,            0.032558,           0.0031096,           0.0031096,           0.0031096
                 176,            0.021697,              0.0134,           0.0072829,             0.71052,               0.701,             0.73337,             0.49366,             0.02337,           0.0080732,            0.032631,             0.00307,             0.00307,             0.00307
                 177,            0.021383,            0.013718,           0.0071524,              0.7128,             0.70987,             0.73504,             0.49542,            0.023305,           0.0080692,            0.032683,           0.0030304,           0.0030304,           0.0030304
                 178,            0.021435,            0.013537,           0.0070514,              0.7136,             0.70299,             0.73428,             0.49587,            0.023255,           0.0080858,            0.032674,           0.0029908,           0.0029908,           0.0029908
                 179,            0.021488,            0.013407,           0.0070961,             0.71386,             0.70362,             0.73352,             0.49704,            0.023212,           0.0080775,            0.032831,           0.0029512,           0.0029512,           0.0029512
                 180,            0.021191,            0.013351,           0.0072691,             0.71269,             0.70037,             0.73183,             0.49575,            0.023186,           0.0080701,            0.032936,           0.0029116,           0.0029116,           0.0029116
                 181,            0.021161,            0.012991,           0.0069389,             0.68941,             0.71741,             0.73215,             0.49452,            0.023164,           0.0080756,            0.032965,            0.002872,            0.002872,            0.002872
                 182,            0.021174,            0.013247,           0.0069664,              0.6877,             0.71555,             0.73285,             0.49453,             0.02316,           0.0080903,            0.032911,           0.0028324,           0.0028324,           0.0028324
                 183,             0.02107,             0.01322,           0.0070353,              0.7153,             0.68276,             0.73149,             0.49301,            0.023123,           0.0080952,            0.032919,           0.0027928,           0.0027928,           0.0027928
                 184,            0.021046,            0.013229,           0.0067207,             0.68129,             0.71978,             0.73284,             0.49318,            0.023096,           0.0081002,            0.032894,           0.0027532,           0.0027532,           0.0027532
                 185,            0.021001,             0.01341,           0.0066241,             0.70692,             0.68848,             0.73261,             0.49274,            0.023092,           0.0080908,            0.032898,           0.0027136,           0.0027136,           0.0027136
                 186,            0.021033,            0.013261,           0.0067359,             0.72304,             0.68182,             0.73217,             0.49233,             0.02312,           0.0080886,            0.032862,            0.002674,            0.002674,            0.002674
                 187,            0.020795,            0.013229,           0.0064656,             0.73538,             0.66999,             0.73605,             0.49507,            0.023129,           0.0080817,            0.032688,           0.0026344,           0.0026344,           0.0026344
                 188,            0.020798,            0.013205,           0.0061409,             0.73722,             0.67176,             0.73682,             0.49691,             0.02314,           0.0080778,            0.032611,           0.0025948,           0.0025948,           0.0025948
                 189,             0.02056,            0.013044,           0.0070331,              0.7422,             0.66988,             0.73784,             0.49667,            0.023141,           0.0080731,            0.032502,           0.0025552,           0.0025552,           0.0025552
                 190,            0.020707,            0.012922,            0.006172,             0.71028,             0.70942,             0.73721,             0.49622,            0.023162,           0.0080713,            0.032317,           0.0025156,           0.0025156,           0.0025156
                 191,             0.02056,            0.012844,           0.0058731,             0.70791,             0.70759,             0.73727,             0.49665,            0.023174,           0.0080788,            0.032308,            0.002476,            0.002476,            0.002476
                 192,            0.020693,            0.013105,           0.0067158,             0.70476,             0.71101,             0.73841,             0.49686,            0.023195,           0.0080809,            0.032226,           0.0024364,           0.0024364,           0.0024364
                 193,            0.020431,            0.013023,           0.0064537,              0.7076,             0.70624,             0.73961,             0.49815,            0.023197,           0.0080754,            0.032148,           0.0023968,           0.0023968,           0.0023968
                 194,            0.020507,            0.013148,           0.0065203,             0.70461,             0.70559,              0.7389,             0.49761,            0.023162,           0.0080746,            0.032152,           0.0023572,           0.0023572,           0.0023572
                 195,            0.020409,            0.012689,           0.0061446,              0.7071,             0.70435,             0.73812,             0.49723,            0.023159,           0.0080756,            0.032135,           0.0023176,           0.0023176,           0.0023176
                 196,             0.02015,             0.01289,           0.0060105,             0.71084,             0.70038,             0.73889,             0.49752,            0.023173,           0.0080704,            0.032085,            0.002278,            0.002278,            0.002278
                 197,            0.020381,            0.012826,           0.0057972,             0.71579,             0.69977,             0.74058,             0.49928,            0.023183,            0.008067,            0.032024,           0.0022384,           0.0022384,           0.0022384
                 198,            0.020403,             0.01277,           0.0059103,             0.71192,             0.70939,             0.74094,             0.49814,            0.023198,           0.0080762,             0.03188,           0.0021988,           0.0021988,           0.0021988
                 199,            0.020225,            0.012655,            0.005922,             0.71368,             0.70466,             0.74101,             0.50001,            0.023209,           0.0080842,            0.031738,           0.0021592,           0.0021592,           0.0021592
                 200,             0.01997,            0.012881,           0.0058066,             0.71744,             0.69985,             0.74086,             0.50078,            0.023231,           0.0080923,            0.031661,           0.0021196,           0.0021196,           0.0021196
                 201,            0.020149,            0.012779,           0.0058364,             0.72105,             0.70166,             0.74093,             0.50101,             0.02321,           0.0080961,            0.031614,             0.00208,             0.00208,             0.00208
                 202,            0.019797,            0.012702,           0.0052124,             0.72543,             0.69516,              0.7436,             0.50309,            0.023177,            0.008105,            0.031561,           0.0020404,           0.0020404,           0.0020404
                 203,            0.019966,             0.01261,           0.0056624,             0.71958,             0.70392,             0.74366,             0.50268,            0.023143,           0.0081129,            0.031508,           0.0020008,           0.0020008,           0.0020008
                 204,            0.019706,            0.012512,           0.0058531,             0.72197,             0.70082,             0.74376,             0.50378,            0.023117,           0.0081192,            0.031458,           0.0019612,           0.0019612,           0.0019612
                 205,             0.01999,            0.012699,           0.0057633,             0.72136,             0.70398,             0.74308,             0.50256,            0.023103,           0.0081267,            0.031388,           0.0019216,           0.0019216,           0.0019216
                 206,            0.019429,            0.012417,           0.0052726,             0.71087,             0.70765,             0.74293,             0.50321,            0.023064,           0.0081346,            0.031301,            0.001882,            0.001882,            0.001882
                 207,            0.019648,            0.012598,           0.0054997,               0.712,             0.70759,             0.74313,             0.50229,            0.023051,            0.008143,            0.031284,           0.0018424,           0.0018424,           0.0018424
                 208,            0.019534,             0.01255,           0.0056402,             0.71182,             0.70779,             0.74266,             0.50293,            0.023047,           0.0081488,            0.031239,           0.0018028,           0.0018028,           0.0018028
                 209,             0.01947,            0.012324,           0.0049966,             0.70934,             0.70776,             0.74212,             0.50279,            0.023043,           0.0081614,            0.031303,           0.0017632,           0.0017632,           0.0017632
                 210,            0.019465,            0.012431,           0.0050555,             0.71046,             0.70691,              0.7421,             0.50291,            0.023039,           0.0081706,            0.031376,           0.0017236,           0.0017236,           0.0017236
                 211,            0.019376,              0.0124,             0.00503,             0.70989,             0.70387,             0.74202,             0.50227,             0.02303,           0.0081758,            0.031442,            0.001684,            0.001684,            0.001684
                 212,            0.019359,            0.012451,           0.0057756,             0.70798,             0.70575,             0.74183,             0.50235,            0.023026,           0.0081836,            0.031464,           0.0016444,           0.0016444,           0.0016444
                 213,            0.019397,            0.012245,            0.005549,             0.70288,             0.71552,             0.74222,             0.50268,            0.023023,           0.0081917,            0.031474,           0.0016048,           0.0016048,           0.0016048
                 214,            0.018995,            0.012176,           0.0050584,             0.70217,             0.71673,             0.74247,             0.50274,            0.023018,            0.008195,            0.031495,           0.0015652,           0.0015652,           0.0015652
                 215,            0.019298,            0.012266,           0.0050972,             0.69694,             0.71941,             0.74196,              0.5026,            0.023015,           0.0082007,            0.031523,           0.0015256,           0.0015256,           0.0015256
                 216,            0.018956,            0.012133,           0.0052212,             0.69995,             0.71155,             0.74143,             0.50294,             0.02302,           0.0082076,            0.031551,            0.001486,            0.001486,            0.001486
                 217,            0.018967,             0.01223,           0.0050998,             0.69937,             0.71602,             0.74066,             0.50168,            0.023017,           0.0082116,            0.031545,           0.0014464,           0.0014464,           0.0014464
                 218,            0.018908,            0.012213,           0.0046824,             0.69782,             0.71693,             0.74045,              0.5023,            0.023013,           0.0082203,             0.03155,           0.0014068,           0.0014068,           0.0014068
                 219,            0.018728,            0.011964,           0.0045713,             0.69759,             0.71714,             0.74048,             0.50274,            0.023011,           0.0082301,            0.031546,           0.0013672,           0.0013672,           0.0013672
                 220,              0.0189,            0.012302,           0.0046656,             0.69815,              0.7163,             0.74048,             0.50276,            0.023011,           0.0082384,            0.031518,           0.0013276,           0.0013276,           0.0013276
                 221,            0.018707,            0.012067,           0.0046448,             0.69806,             0.71685,             0.74124,             0.50348,            0.023015,           0.0082462,            0.031534,            0.001288,            0.001288,            0.001288
                 222,            0.018504,            0.012104,           0.0043882,             0.69532,             0.71692,             0.74031,             0.50231,            0.023021,           0.0082544,            0.031545,           0.0012484,           0.0012484,           0.0012484
                 223,            0.018683,            0.012039,           0.0043842,             0.69579,             0.71608,             0.73804,             0.50163,            0.023029,           0.0082627,            0.031557,           0.0012088,           0.0012088,           0.0012088
                 224,             0.01848,            0.012072,           0.0041755,             0.69424,             0.71762,             0.74011,             0.50257,            0.023024,           0.0082712,            0.031559,           0.0011692,           0.0011692,           0.0011692
                 225,            0.018474,            0.012013,           0.0042969,             0.69519,             0.71574,                0.74,             0.50284,            0.023031,            0.008279,            0.031576,           0.0011296,           0.0011296,           0.0011296
                 226,            0.018616,            0.011978,           0.0042603,             0.69182,             0.71565,             0.73996,             0.50185,             0.02304,           0.0082886,            0.031566,             0.00109,             0.00109,             0.00109
                 227,            0.018445,              0.0119,            0.004564,             0.69034,             0.71553,             0.74031,             0.50207,            0.023051,           0.0082959,            0.031552,           0.0010504,           0.0010504,           0.0010504
                 228,            0.018261,            0.011931,           0.0041192,             0.68945,             0.71738,             0.74069,             0.50224,            0.023057,           0.0083045,            0.031527,           0.0010108,           0.0010108,           0.0010108
                 229,            0.018239,            0.011899,           0.0043096,             0.69064,             0.71604,             0.74141,             0.50292,            0.023065,            0.008312,            0.031524,           0.0009712,           0.0009712,           0.0009712
                 230,            0.017942,            0.011723,           0.0042387,             0.69642,             0.70928,             0.74109,             0.50288,            0.023073,            0.008321,            0.031572,           0.0009316,           0.0009316,           0.0009316
                 231,            0.018021,            0.011884,           0.0042783,             0.69958,             0.71095,             0.74084,             0.50216,            0.023081,           0.0083296,            0.031602,            0.000892,            0.000892,            0.000892
                 232,             0.01789,            0.011795,           0.0043961,             0.70101,             0.70998,              0.7412,             0.50271,            0.023091,           0.0083335,            0.031597,           0.0008524,           0.0008524,           0.0008524
                 233,            0.017829,             0.01193,           0.0042389,              0.7012,             0.70983,             0.74134,             0.50215,            0.023092,           0.0083403,            0.031593,           0.0008128,           0.0008128,           0.0008128
                 234,            0.017982,            0.011831,           0.0043271,             0.70087,             0.70881,             0.73927,             0.50111,            0.023104,           0.0083451,            0.031622,           0.0007732,           0.0007732,           0.0007732
                 235,            0.018077,             0.01175,           0.0041167,             0.70093,             0.70915,              0.7426,             0.50365,            0.023108,           0.0083514,            0.031625,           0.0007336,           0.0007336,           0.0007336
                 236,            0.017575,            0.011651,            0.004074,             0.70101,             0.70885,             0.74286,             0.50424,            0.023111,           0.0083573,            0.031648,            0.000694,            0.000694,            0.000694
                 237,            0.017545,            0.011811,           0.0040455,             0.70271,             0.70955,             0.74602,             0.50663,            0.023108,           0.0083636,            0.031657,           0.0006544,           0.0006544,           0.0006544
                 238,            0.017569,             0.01168,           0.0039423,             0.70225,             0.70939,             0.74598,             0.50567,            0.023121,           0.0083725,            0.031671,           0.0006148,           0.0006148,           0.0006148
                 239,            0.017639,            0.011744,             0.00398,             0.70237,             0.70966,             0.74619,             0.50599,            0.023129,           0.0083784,              0.0317,           0.0005752,           0.0005752,           0.0005752
                 240,            0.017429,            0.011484,           0.0035551,             0.74622,             0.66928,             0.74559,             0.50539,            0.023125,           0.0083834,            0.031739,           0.0005356,           0.0005356,           0.0005356
                 241,            0.017394,            0.011534,           0.0036953,             0.74913,             0.66912,             0.74538,             0.50582,            0.023124,           0.0083889,            0.031743,            0.000496,            0.000496,            0.000496
                 242,            0.017549,            0.011593,           0.0040097,             0.74904,             0.66928,             0.74479,             0.50518,            0.023127,           0.0083937,            0.031762,           0.0004564,           0.0004564,           0.0004564
                 243,            0.017487,            0.011518,           0.0041923,             0.70518,             0.70669,             0.74516,             0.50627,            0.023132,           0.0083981,            0.031776,           0.0004168,           0.0004168,           0.0004168
                 244,            0.017436,            0.011574,           0.0037709,             0.74984,             0.66803,             0.74546,             0.50598,            0.023131,            0.008403,            0.031786,           0.0003772,           0.0003772,           0.0003772
                 245,            0.017202,            0.011463,           0.0037468,              0.7498,             0.66786,             0.74557,             0.50663,            0.023136,           0.0084081,            0.031802,           0.0003376,           0.0003376,           0.0003376
                 246,            0.017124,            0.011516,           0.0036345,             0.74887,             0.66795,             0.74605,             0.50596,            0.023137,           0.0084126,            0.031821,            0.000298,            0.000298,            0.000298
                 247,            0.017166,            0.011603,            0.003377,             0.74865,             0.66776,             0.74616,             0.50582,            0.023137,            0.008416,            0.031834,           0.0002584,           0.0002584,           0.0002584
                 248,            0.016858,             0.01152,           0.0035314,             0.74851,             0.66792,             0.74587,             0.50524,            0.023141,           0.0084207,            0.031857,           0.0002188,           0.0002188,           0.0002188
                 249,             0.01739,            0.011479,           0.0038249,             0.74775,             0.66797,             0.74586,             0.50536,             0.02314,           0.0084262,            0.031881,           0.0001792,           0.0001792,           0.0001792
